id,Symbol,Name
521,ARTW,Art's-Way Manufacturing Co. Inc. Common Stock
522,ARVL,Arrival Ordinary Shares
523,ARVN,Arvinas Inc. Common Stock
524,ARW,Arrow Electronics Inc. Common Stock
525,ARWR,Arrowhead Pharmaceuticals Inc. Common Stock
526,ASA,ASA  Gold and Precious Metals Limited
527,ASAI,Sendas Distribuidora S A ADS
528,ASAN,Asana Inc. Class A Common Stock
529,ASAQ,Atlantic Street Acquisition Corp Class A Common Stock
530,ASAX,Astrea Acquisition Corp. Class A Common Stock
531,ASAXU,Astrea Acquisition Corp. Unit
532,ASB,Associated Banc-Corp Common Stock
533,ASC,Ardmore Shipping Corporation Common Stock
534,ASCAU,A SPAC I Acquisition Corp. Unit
535,ASCB,A SPAC II Acquisition Corp. Ordinary Shares
536,ASCBR,A SPAC II Acquisition Corp. Right
537,ASG,Liberty All-Star Growth Fund Inc.
538,ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest
539,ASGN,ASGN Incorporated Common Stock
540,ASH,Ashland Global Holdings Inc. Common Stock
541,ASIX,AdvanSix Inc. Common Stock 
542,ASLE,AerSale Corporation Common Stock
543,ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares
544,ASM,Avino Silver & Gold Mines Ltd. Common Shares (Canada)
545,ASMB,Assembly Biosciences Inc. Common Stock
546,ASML,ASML Holding N.V. New York Registry Shares
547,ASND,Ascendis Pharma A/S American Depositary Shares
548,ASNS,Actelis Networks Inc. Common Stock
549,ASO,Academy Sports and Outdoors Inc. Common Stock
550,ASPA,ABRI SPAC I INC. Common Stock
551,ASPC,Alpha Capital Acquisition Company One Class A Ordinary Share
552,ASPCU,Alpha Capital Acquisition Company Unit
553,ASPCW,Alpha Capital Acquisition Company Warrant
554,ASPN,Aspen Aerogels Inc. Common Stock
555,ASPS,Altisource Portfolio Solutions S.A. Common Stock
556,ASPU,Aspen Group Inc. Common Stock
557,ASR,Grupo Aeroportuario del Sureste S.A. de C.V. Common Stock
558,ASRT,Assertio Holdings Inc. Common Stock
559,ASRV,AmeriServ Financial Inc. Common Stock
560,ASTC,Astrotech Corporation (DE) Common Stock
561,ASTE,Astec Industries Inc. Common Stock
562,ASTL,Algoma Steel Group Inc. Common Shares
563,ASTLW,Algoma Steel Group Inc. Warrant
564,ASTR,Astra Space Inc. Class A Common Stock 
565,ASTS,AST SpaceMobile Inc. Class A Common Stock
566,ASTSW,AST SpaceMobile Inc. Warrant
567,ASUR,Asure Software Inc Common Stock
568,ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares) 
569,ASXC,Asensus Surgical Inc. Common Stock
570,ASYS,Amtech Systems Inc. Common Stock
571,ASZ,Austerlitz Acquisition Corporation II Class A Ordinary Shares
572,ATA,Americas Technology Acquisition Corp. Ordinary Shares
573,ATAI,ATAI Life Sciences N.V. Common Shares
574,ATAQ,Altimar Acquisition Corp. III Class A Ordinary Shares
575,ATAX,America First Multifamily Investors L.P. Beneficial Unit Certificates (BUCs) representing Limited Partnership Interests
576,ATC,Atotech Limited Common Shares
577,ATCO,Atlas Corp. Common Shares
578,ATCX,Atlas Technical Consultants Inc. Class A Common Stock
579,ATEC,Alphatec Holdings Inc. Common Stock
580,ATEN,A10 Networks Inc. Common Stock
581,ATER,Aterian Inc. Common Stock
582,ATEX,Anterix Inc. Common Stock
583,ATGE,Adtalem Global Education Inc. Common Stock
584,ATHA,Athira Pharma Inc. Common Stock
585,ATHE,Alterity Therapeutics Limited American Depositary Shares
586,ATHM,Autohome Inc. American Depositary Shares each representing four class A ordinary shares.
587,ATHX,Athersys Inc. Common Stock
588,ATI,Allegheny Technologies Incorporated Common Stock
589,ATIF,ATIF Holdings Limited Ordinary Shares
590,ATIP,ATI Physical Therapy Inc. Class A Common Stock
591,ATKR,Atkore Inc. Common Stock
592,ATLC,Atlanticus Holdings Corporation Common Stock
593,ATLCL,Atlanticus Holdings Corporation 6.125% Senior Notes due 2026
594,ATLCP,Atlanticus Holdings Corporation 7.625% Series B Cumulative Perpetual Preferred Stock no par value per share
595,ATLO,Ames National Corporation Common Stock
596,ATNF,180 Life Sciences Corp. Common Stock
597,ATNFW,180 Life Sciences Corp. Warrant
598,ATNI,ATN International Inc. Common Stock
599,ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock
600,ATNX,Athenex Inc. Common Stock
601,ATO,Atmos Energy Corporation Common Stock
602,ATOM,Atomera Incorporated Common Stock
603,ATOS,Atossa Therapeutics Inc. Common Stock
604,ATR,AptarGroup Inc. Common Stock
605,ATRA,Atara Biotherapeutics Inc. Common Stock
606,ATRC,AtriCure Inc. Common Stock
607,ATRI,Atrion Corporation Common Stock
608,ATRO,Astronics Corporation Common Stock
609,ATSG,Air Transport Services Group Inc
610,ATTO,Atento S.A. Ordinary Shares
611,ATUS,Altice USA Inc. Class A Common Stock
612,ATVC,Tribe Capital Growth Corp I Class A common stock
613,ATVCU,Tribe Capital Growth Corp I Units
614,ATVI,Activision Blizzard Inc. Common Stock
615,ATXI,Avenue Therapeutics Inc. Common Stock
616,ATXS,Astria Therapeutics Inc. Common Stock
617,ATY,AcuityAds Holdings Inc. Common Shares
618,AU,AngloGold Ashanti Limited Common Stock
619,AUB,Atlantic Union Bankshares Corporation Common Stock
620,AUBAP,Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock Series A
621,AUBN,Auburn National Bancorporation Inc. Common Stock
622,AUD,Audacy Common Stock
623,AUDC,AudioCodes Ltd. Common Stock
624,AUGX,Augmedix Inc. Common Stock
625,AUID,Ipsidy Inc. Common Stock
626,AUMN,Golden Minerals Company Common Stock
627,AUPH,Aurinia Pharmaceuticals Inc Ordinary Shares
628,AUR,Aurora Innovation Inc. Class A Common Stock
629,AURA,Aura Biosciences Inc. Common Stock
630,AURC,Aurora Acquisition Corp. Class A Ordinary Shares
631,AUROW,Aurora Innovation Inc. Warrant
632,AUS,Austerlitz Acquisition Corporation I Class A Ordinary Shares
633,AUST,Austin Gold Corp. Common Shares
634,AUTL,Autolus Therapeutics plc American Depositary Share
635,AUTO,AutoWeb Inc. Common Stock
636,AUUD,Auddia Inc. Common Stock
637,AUVI,Applied UV Inc. Common Stock
638,AUY,Yamana Gold Inc. Ordinary Shares (Canada)
639,AVA,Avista Corporation Common Stock
640,AVAC,Avalon Acquisition Inc. Class A Common Stock
641,AVAH,Aveanna Healthcare Holdings Inc. Common Stock
642,AVAL,Grupo Aval Acciones y Valores S.A. ADR (Each representing 20 preferred shares)
643,AVAN,Avanti Acquisition Corp. Class A Ordinary Shares
644,AVAV,AeroVironment Inc. Common Stock
645,AVB,AvalonBay Communities Inc. Common Stock
646,AVCO,Avalon GloboCare Corp. Common Stock
647,AVCT,American Virtual Cloud Technologies Inc. Common Stock 
648,AVCTW,American Virtual Cloud Technologies Inc. Warrant expiring 4/7/2025
649,AVD,American Vanguard Corporation Common Stock ($0.10 Par Value)
650,AVDL,Avadel Pharmaceuticals plc American Depositary Shares
651,AVDX,AvidXchange Holdings Inc. Common Stock
652,AVEO,AVEO Pharmaceuticals Inc. Common Stock
653,AVGO,Broadcom Inc. Common Stock
654,AVGOP,Broadcom Inc. 8.00% Mandatory Convertible Preferred Stock Series A
655,AVGR,Avinger Inc. Common Stock
656,AVID,Avid Technology Inc. Common Stock
657,AVIR,Atea Pharmaceuticals Inc. Common Stock
658,AVK,Advent Convertible and Income Fund
659,AVLR,Avalara Inc. Common Stock
660,AVNS,Avanos Medical Inc. Common Stock
661,AVNT,Avient Corporation Common Stock
662,AVNW,Aviat Networks Inc. Common Stock
663,AVO,Mission Produce Inc. Common Stock
664,AVPT,AvePoint Inc. Class A Common Stock
665,AVPTW,AvePoint Inc. Warrant
666,AVRO,AVROBIO Inc. Common Stock
667,AVT,Avnet Inc. Common Stock
668,AVTE,Aerovate Therapeutics Inc. Common Stock
669,AVTR,Avantor Inc. Common Stock
670,AVTX,Avalo Therapeutics Inc. Common Stock
671,AVXL,Anavex Life Sciences Corp. Common Stock
672,AVY,Avery Dennison Corporation Common Stock
673,AVYA,Avaya Holdings Corp. Common Stock
674,AWF,Alliancebernstein Global High Income Fund
675,AWH,Aspira Women's Health Inc. Common Stock
676,AWI,Armstrong World Industries Inc Common Stock
677,AWK,American Water Works Company Inc. Common Stock
678,AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest
679,AWR,American States Water Company Common Stock
680,AWRE,Aware Inc. Common Stock
681,AWX,Avalon Holdings Corporation Common Stock
682,AX,Axos Financial Inc. Common Stock
683,AXAC,AXIOS Sustainable Growth Acquisition Corporation Class A Ordinary Shares
684,AXDX,Accelerate Diagnostics Inc. Common Stock
685,AXGN,Axogen Inc. Common Stock
686,AXL,American Axle & Manufacturing Holdings Inc. Common Stock
687,AXLA,Axcella Health Inc. Common Stock
688,AXNX,Axonics Inc. Common Stock
689,AXON,Axon Enterprise Inc. Common Stock
690,AXP,American Express Company Common Stock
691,AXR,AMREP Corporation Common Stock
692,AXS,Axis Capital Holdings Limited Common Stock
693,AXSM,Axsome Therapeutics Inc. Common Stock
694,AXTA,Axalta Coating Systems Ltd. Common Shares
695,AXTI,AXT Inc Common Stock
696,AXU,Alexco Resource Corp Common Shares (Canada)
697,AY,Atlantica Sustainable Infrastructure plc Ordinary Shares
698,AYI,Acuity Brands Inc. 
699,AYLA,Ayala Pharmaceuticals Inc. Common Stock
700,AYRO,AYRO Inc. Common Stock
701,AYTU,Aytu BioPharma Inc.  Common Stock
702,AYX,Alteryx Inc. Class A Common Stock
703,AZ,A2Z Smart Technologies Corp. Common Shares
704,AZEK,The AZEK Company Inc. Class A Common Stock
705,AZN,AstraZeneca PLC American Depositary Shares
706,AZO,AutoZone Inc. Common Stock
707,AZPN,Aspen Technology Inc. Common Stock
708,AZRE,Azure Power Global Limited Equity Shares
709,AZTA,Azenta Inc.
710,AZUL,Azul S.A. American Depositary Shares (each representing three preferred shares)
711,AZYO,Aziyo Biologics Inc. Class A Common Stock
712,AZZ,AZZ Inc.
713,B,Barnes Group Inc. Common Stock
714,BA,Boeing Company (The) Common Stock
715,BABA,Alibaba Group Holding Limited American Depositary Shares each representing eight Ordinary share
716,BAC,Bank of America Corporation Common Stock
717,BACA,Berenson Acquisition Corp. I Class A Common Stock
718,BAFN,BayFirst Financial Corp. Common Stock
719,BAH,Booz Allen Hamilton Holding Corporation Common Stock
720,BAK,Braskem SA ADR
721,BALL,Ball Corporation Common Stock
722,BALY,Bally's Corporation Common Stock
723,BAM,Brookfield Asset Management Inc. Common Stock
724,BAMH,Brookfield Finance Inc. 4.625% Subordinated Notes due October 16 2080
725,BAMI,Brookfield Finance Inc. 4.50% Perpetual Subordinated Notes
726,BAMR,Brookfield Asset Management Reinsurance Partners Ltd. Class A Exchangeable Limited Voting Shares
727,BANC,Banc of California Inc. Common Stock
728,BAND,Bandwidth Inc. Class A Common Stock
729,BANF,BancFirst Corporation Common Stock
730,BANFP,BancFirst Corporation - BFC Capital Trust II Cumulative Trust Preferred Securities
731,BANR,Banner Corporation Common Stock
732,BANX,ArrowMark Financial Corp. Common Stock
733,BAOS,Baosheng Media Group Holdings Limited Ordinary shares
734,BAP,Credicorp Ltd. Common Stock
735,BARK,BARK Inc. Class A Common Stock
736,BASE,Couchbase Inc. Common Stock
737,BATL,Battalion Oil Corporation Common Stock
738,BATRA,Liberty Media Corporation Series A Liberty Braves Common Stock
739,BATRK,Liberty Media Corporation Series C Liberty Braves Common Stock
740,BAX,Baxter International Inc. Common Stock
741,BB,BlackBerry Limited Common Stock
742,BBAI,BigBear.ai Inc. Common Stock
743,BBAR,Banco BBVA Argentina S.A. ADS
744,BBBY,Bed Bath & Beyond Inc. Common Stock
745,BBCP,Concrete Pumping Holdings Inc. Common Stock
746,BBD,Banco Bradesco Sa American Depositary Shares
747,BBDC,Barings BDC Inc. Common Stock
748,BBDO,Banco Bradesco Sa American Depositary Shares (each representing one Common Share)
749,BBGI,Beasley Broadcast Group Inc. Class A Common Stock
750,BBI,Brickell Biotech Inc. Common Stock
751,BBIG,Vinco Ventures Inc. Common Stock
752,BBIO,BridgeBio Pharma Inc. Common Stock
753,BBLG,Bone Biologics Corp Common Stock
754,BBLN,Babylon Holdings Limited Class A Ordinary Shares
755,BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest
756,BBQ,BBQ Holdings Inc. Common Stock
757,BBSI,Barrett Business Services Inc. Common Stock
758,BBU,Brookfield Business Partners L.P. Limited Partnership Units 
759,BBUC,Brookfield Business Corporation Class A Exchangeable Subordinate Voting Shares
760,BBVA,Banco Bilbao Vizcaya Argentaria S.A. Common Stock
761,BBW,Build-A-Bear Workshop Inc. Common Stock
762,BBWI,Bath & Body Works Inc.
763,BBY,Best Buy Co. Inc. Common Stock
764,BC,Brunswick Corporation Common Stock
765,BCAB,BioAtla Inc. Common Stock
766,BCAC,Brookline Capital Acquisition Corp. Common Stock
767,BCACU,Brookline Capital Acquisition Corp. Units
768,BCACW,Brookline Capital Acquisition Corp. Warrant
769,BCAN,BYND Cannasoft Enterprises Inc. Common Stock
770,BCAT,BlackRock Capital Allocation Trust Common Shares of Beneficial Interest
771,BCBP,BCB Bancorp Inc. (NJ) Common Stock
772,BCC,Boise Cascade L.L.C. Common Stock
773,BCDA,BioCardia Inc. Common Stock
774,BCDAW,BioCardia Inc. Warrant
775,BCE,BCE Inc. Common Stock
776,BCEL,Atreca Inc. Class A Common Stock
777,BCH,Banco De Chile Banco De Chile ADS
778,BCLI,Brainstorm Cell Therapeutics Inc. Common Stock
779,BCML,BayCom Corp Common Stock
780,BCO,Brinks Company (The) Common Stock
781,BCOR,Blucora Inc. Common Stock
782,BCOV,Brightcove Inc. Common Stock
783,BCOW,1895 Bancorp of Wisconsin Inc. (MD) Common Stock
784,BCPC,Balchem Corporation Common Stock
785,BCRX,BioCryst Pharmaceuticals Inc. Common Stock
786,BCS,Barclays PLC Common Stock
787,BCSA,Blockchain Coinvestors Acquisition Corp. I Class A Ordinary Shares
788,BCSAW,Blockchain Coinvestors Acquisition Corp. I Warrant
789,BCSF,Bain Capital Specialty Finance Inc. Common Stock
790,BCTX,BriaCell Therapeutics Corp. Common Shares
791,BCTXW,BriaCell Therapeutics Corp. Warrant
792,BCV,Bancroft Fund Ltd.
793,BCX,BlackRock Resources Common Shares of Beneficial Interest
794,BCYC,Bicycle Therapeutics plc American Depositary Shares
795,BDC,Belden Inc Common Stock
796,BDJ,Blackrock Enhanced Equity Dividend Trust
797,BDL,Flanigan's Enterprises Inc. Common Stock
798,BDN,Brandywine Realty Trust Common Stock
799,BDSX,Biodesix Inc. Common Stock
800,BDTX,Black Diamond Therapeutics Inc. Common Stock
801,BDX,Becton Dickinson and Company Common Stock
802,BDXB,Becton Dickinson and Company Depositary Shares each Representing a 1/20th Interest in a Share of 6.00% Mandatory Convertible Preferred Stock Series B
803,BE,Bloom Energy Corporation Class A Common Stock
804,BEAM,Beam Therapeutics Inc. Common Stock
805,BEAT,Heartbeam Inc. Common Stock
806,BECN,Beacon Roofing Supply Inc. Common Stock
807,BEDU,Bright Scholar Education Holdings Limited American Depositary Shares each  representing one Class A Ordinary Share
808,BEEM,Beam Global Common Stock
809,BEKE,KE Holdings Inc American Depositary Shares (each representing three Class A Ordinary Shares)
810,BELFA,Bel Fuse Inc. Class A Common Stock
811,BELFB,Bel Fuse Inc. Class B Common Stock
812,BEN,Franklin Resources Inc. Common Stock
813,BENE,Benessere Capital Acquisition Corp. Class A Common Stock
814,BENER,Benessere Capital Acquisition Corp. Right
815,BENEW,Benessere Capital Acquisition Corp. Warrant
816,BEP,Brookfield Renewable Partners L.P. 
817,BEPC,Brookfield Renewable Corporation Class A Subordinate Voting Shares 
818,BEPH,Brookfield BRP Holdings (Canada) Inc. 4.625% Perpetual Subordinated Notes
819,BEPI,Brookfield BRP Holdings (Canada) Inc. 4.875% Perpetual Subordinated Notes
820,BERY,Berry Global Group Inc. Common Stock
821,BEST,BEST Inc. American Depositary Shares each representing five Class A Ordinary Share
822,BFAC,Battery Future Acquisition Corp. Class A Ordinary Shares
823,BFAM,Bright Horizons Family Solutions Inc. Common Stock
824,BFC,Bank First Corporation Common Stock
825,BFH,Bread Financial Holdings Inc. Common Stock
826,BFI,BurgerFi International Inc. Common Stock 
827,BFIIW,BurgerFi International Inc. Warrant 
828,BFIN,BankFinancial Corporation Common Stock
829,BFK,BlackRock Municipal Income Trust
830,BFLY,Butterfly Network Inc. Class A Common Stock
831,BFRI,Biofrontera Inc. Common Stock
832,BFRIW,Biofrontera Inc. Warrants
833,BFS,Saul Centers Inc. Common Stock
834,BFST,Business First Bancshares Inc. Common Stock
835,BFZ,BlackRock California Municipal Income Trust
836,BG,Bunge Limited Bunge Limited
837,BGB,Blackstone Strategic Credit Fund Common Shares
838,BGCP,BGC Partners Inc Class A Common Stock
839,BGFV,Big 5 Sporting Goods Corporation Common Stock
840,BGH,Barings Global Short Duration High Yield Fund Common Shares of Beneficial Interests
841,BGI,Birks Group Inc. Common Stock
842,BGNE,BeiGene Ltd. American Depositary Shares
843,BGR,BlackRock Energy and Resources Trust
844,BGRY,Berkshire Grey Inc. Class A Common Stock
845,BGRYW,Berkshire Grey Inc. Warrant
846,BGS,B&G Foods Inc. B&G Foods Inc. Common Stock
847,BGSF,BGSF Inc. Common Stock
848,BGSX,Build Acquisition Corp. Class A Common Stock
849,BGT,BlackRock Floating Rate Income Trust
850,BGX,Blackstone Long Short Credit Income Fund Common Shares
851,BGXX,Bright Green Corporation Common Stock
852,BGY,Blackrock Enhanced International Dividend Trust
853,BH,Biglari Holdings Inc. Class B Common Stock
854,BHAC,Crixus BH3 Acquisition Company Class A Common Stock
855,BHACU,Crixus BH3 Acquisition Company Units
856,BHAT,Blue Hat Interactive Entertainment Technology Ordinary Shares
857,BHB,Bar Harbor Bankshares Inc. Common Stock
858,BHC,Bausch Health Companies Inc. Common Stock
859,BHE,Benchmark Electronics Inc. Common Stock
860,BHF,Brighthouse Financial Inc. Common Stock
861,BHFAL,Brighthouse Financial Inc. 6.25% Junior Subordinated Debentures due 2058
862,BHFAM,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th Interest in a Share of 4.625% Non-Cumulative Preferred Stock Series D
863,BHFAN,Brighthouse Financial Inc. Depositary shares each representing a 1/1000th interest in a share of 5.375% Non-Cumulative Preferred Stock Series C
864,BHFAO,Brighthouse Financial Inc. Depositary Shares 6.75% Non-Cumulative Preferred Stock Series B
865,BHFAP,Brighthouse Financial Inc. Depositary Shares 6.6% Non-Cumulative Preferred Stock Series A
866,BHG,Bright Health Group Inc. Common Stock
867,BHIL,Benson Hill Inc. Common Stock
868,BHK,Blackrock Core Bond Trust Blackrock Core Bond Trust
869,BHLB,Berkshire Hills Bancorp Inc. Common Stock
870,BHP,BHP Group Limited American Depositary Shares (Each representing two Ordinary Shares)
871,BHR,Braemar Hotels & Resorts Inc. Common Stock
872,BHSE,Bull Horn Holdings Corp. Ordinary Shares
873,BHSEW,Bull Horn Holdings Corp. Warrants
874,BHV,BlackRock Virginia Municipal Bond Trust
875,BHVN,Biohaven Pharmaceutical Holding Company Ltd. Common Shares
876,BIDU,Baidu Inc. ADS
877,BIG,Big Lots Inc. Common Stock
878,BIGC,BigCommerce Holdings Inc. Series 1 Common Stock
879,BIGZ,BlackRock Innovation and Growth Trust Common Shares of Beneficial Interest
